ID_Cliente,Cancelado,Genero,Adulto_Mayor,En_Pareja,Personas_a_Cargo,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Respaldo_Nube,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargo_Mensual,Cargo_Total,cuentas_diarias
2538-OIMXF,0,Female,0,0,1,1,0,0,DSL,No,No,0,0,0,0,Month-to-month,0,Mailed check,24.7,24.7,1.0
2541-YGPKE,0,Male,0,1,1,42,1,0,DSL,Yes,No,0,1,0,1,One year,0,Credit card (automatic),63.7,2763.35,43.38069073783359
2542-HYGIQ,0,Female,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),19.95,19.95,1.0
2545-EBUPK,0,Female,1,0,0,2,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,84.05,186.05,2.2135633551457468
2545-LXYVJ,0,Male,0,1,0,72,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),20.7,1492.1,72.08212560386474
2546-KZAAT,0,Male,0,1,0,52,1,0,DSL,Yes,Yes,0,0,1,1,One year,1,Mailed check,75.4,3865.45,51.26591511936339
2550-AEVRU,0,Female,0,1,1,57,1,0,DSL,Yes,Yes,0,0,0,0,One year,0,Electronic check,53.45,3053.0,57.11880261927034
2550-QHZGP,0,Male,0,0,0,7,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,19.5,128.6,6.5948717948717945
2550-ZQZPP,0,Male,1,1,0,7,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,75.4,533.05,7.069628647214853
2558-BUOZZ,0,Male,0,0,0,47,1,1,Fiber optic,Yes,Yes,0,0,1,0,One year,0,Bank transfer (automatic),94.8,4535.85,47.846518987341774
2560-PPCHE,0,Female,0,0,0,65,1,1,Fiber optic,No,Yes,0,1,1,1,One year,1,Bank transfer (automatic),105.05,6744.25,64.2003807710614
2560-QTSBS,0,Female,0,1,1,72,1,1,No,No,No,0,0,0,0,One year,1,Bank transfer (automatic),23.3,1623.15,69.66309012875537
2560-WBWXF,0,Male,0,0,0,68,1,1,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),24.15,1498.85,62.064182194616976
2565-JSLRY,1,Male,0,0,0,1,1,1,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,24.05,24.05,1.0
2568-BRGYX,1,Male,0,0,0,4,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,70.2,237.95,3.3896011396011394
2568-OIADY,1,Female,0,1,0,37,1,1,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Electronic check,99.5,3762.0,37.80904522613066
2569-WGERO,0,Female,0,0,0,72,1,0,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),21.15,1419.4,67.11111111111111
2573-GYRUU,0,Male,1,1,0,48,1,1,Fiber optic,No,No,1,0,0,1,Month-to-month,1,Credit card (automatic),91.05,4370.75,48.00384404173531
2575-EAMDV,0,Female,0,0,0,35,1,0,Fiber optic,No,No,1,1,1,1,One year,1,Electronic check,99.25,3532.0,35.58690176322418
2575-GFSOE,1,Female,0,1,1,7,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,69.0,506.9,7.346376811594203
2576-HXMPA,0,Female,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),19.55,19.55,1.0
2577-GVSIL,0,Male,0,1,1,35,1,1,DSL,No,No,0,1,1,1,One year,1,Bank transfer (automatic),73.45,2661.1,36.23008849557522
2578-JQPHZ,0,Male,0,0,0,44,1,0,Fiber optic,No,No,1,1,1,1,Two year,0,Bank transfer (automatic),100.1,4378.35,43.739760239760244
2580-ASVVY,0,Female,0,1,0,37,0,0,DSL,Yes,No,0,1,1,0,Two year,0,Electronic check,45.4,1593.1,35.09030837004405
2580-ATZSQ,0,Female,0,1,1,65,1,0,DSL,Yes,Yes,1,0,0,0,One year,0,Bank transfer (automatic),61.35,3874.1,63.147514262428686
2581-VKIRT,0,Female,0,1,1,59,1,1,DSL,Yes,Yes,0,1,0,0,One year,0,Mailed check,65.5,3801.3,58.0351145038168
2582-FFFZR,0,Female,0,0,0,22,0,0,DSL,No,No,1,0,1,1,Month-to-month,1,Electronic check,50.6,1073.3,21.211462450592883
2585-KTFRE,0,Male,0,0,1,1,1,0,DSL,Yes,Yes,0,1,0,1,Month-to-month,1,Bank transfer (automatic),70.45,70.45,1.0
2586-CWXVV,0,Male,0,1,0,54,0,0,DSL,No,Yes,0,0,0,0,Month-to-month,0,Electronic check,30.4,1621.35,53.33388157894737
2587-EKXTS,0,Male,0,0,0,44,1,1,Fiber optic,Yes,Yes,1,0,1,1,Month-to-month,1,Electronic check,111.5,4915.15,44.082062780269055
2587-YNLES,0,Female,0,1,1,6,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.1,100.35,4.992537313432835
2589-AYCRP,0,Female,0,0,0,50,1,0,No,No,No,0,0,0,0,One year,0,Bank transfer (automatic),19.75,989.05,50.07848101265822
2592-HODOV,0,Male,0,0,0,13,1,0,No,No,No,0,0,0,0,One year,0,Credit card (automatic),19.3,259.65,13.453367875647666
2592-SEIFQ,1,Male,0,0,0,3,0,0,DSL,No,No,0,0,0,0,Month-to-month,0,Electronic check,24.75,66.95,2.7050505050505054
2592-YKDIF,0,Female,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.35,20.35,1.0
2595-KIWPV,0,Male,0,0,1,27,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),19.7,509.3,25.85279187817259
2599-CIPQE,0,Male,0,1,1,71,1,0,Fiber optic,Yes,Yes,1,1,1,1,Two year,0,Credit card (automatic),109.3,7782.85,71.20631290027448
2599-CZABP,0,Male,0,1,0,14,1,0,DSL,No,No,0,0,0,0,One year,0,Electronic check,44.6,641.25,14.377802690582959
2599-GTQWQ,0,Male,1,0,0,39,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.65,3759.05,39.30005227391531
2603-HVKCG,0,Male,0,0,0,31,1,0,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Electronic check,101.4,3143.65,31.00246548323471
2604-IJPDU,0,Female,0,1,0,20,1,0,Fiber optic,Yes,Yes,0,1,1,0,Month-to-month,1,Electronic check,96.55,1901.65,19.696012428793374
2604-XVDAM,0,Female,0,0,0,12,1,0,DSL,No,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),43.8,540.95,12.350456621004568
2606-PKWJB,0,Male,0,0,1,40,0,0,DSL,Yes,Yes,0,1,0,0,One year,0,Mailed check,40.25,1564.05,38.8583850931677
2606-RMDHZ,1,Male,0,0,0,6,0,0,DSL,No,Yes,0,0,0,0,Month-to-month,1,Credit card (automatic),30.5,208.7,6.842622950819671
2607-DHDAK,0,Male,0,1,1,72,1,0,No,No,No,0,0,0,0,Two year,1,Credit card (automatic),19.8,1414.65,71.4469696969697
2607-FBDFF,0,Male,0,0,0,1,1,0,DSL,No,No,0,1,0,0,Month-to-month,0,Credit card (automatic),49.0,49.0,1.0
2608-BHKFN,1,Female,0,0,0,4,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),70.05,266.9,3.8101356174161314
2609-IAICY,1,Female,0,0,0,1,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,77.15,77.15,1.0
2612-PHGOX,0,Male,0,1,0,64,1,1,DSL,No,Yes,1,1,1,0,Two year,1,Bank transfer (automatic),76.1,4818.8,63.32194480946124
2612-RANWT,1,Female,0,0,0,12,1,1,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.15,1164.3,11.625561657513728
2612-RRIDN,1,Male,0,0,0,4,1,0,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Electronic check,81.0,340.85,4.208024691358025
2615-YVMYX,0,Male,1,1,0,71,1,1,Fiber optic,Yes,Yes,1,0,1,1,Month-to-month,1,Electronic check,107.5,7713.55,71.75395348837209
2616-FLVQC,0,Male,0,0,0,64,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,19.55,1240.15,63.434782608695656
2616-UUTFK,0,Male,0,1,0,33,1,1,DSL,Yes,Yes,1,0,1,0,Month-to-month,1,Bank transfer (automatic),72.75,2447.45,33.64192439862543
2619-WFQWU,1,Female,0,0,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Mailed check,70.15,70.15,1.0
2621-UDNLU,0,Female,0,1,0,3,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.85,72.0,3.4532374100719423
2623-DRYAM,0,Female,0,1,0,70,1,1,Fiber optic,No,No,1,0,1,1,One year,1,Electronic check,101.75,7069.3,69.47714987714988
2625-TRCZQ,0,Female,0,1,0,51,0,0,DSL,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,49.65,2553.35,51.4269889224572
2626-URJFX,1,Male,0,1,1,4,1,1,DSL,No,No,0,0,0,0,Month-to-month,1,Electronic check,50.9,225.6,4.432220039292731
2626-VEEWG,0,Male,0,1,1,67,1,0,No,No,No,0,0,0,0,Two year,1,Credit card (automatic),19.4,1284.2,66.1958762886598
2632-IVXVF,0,Female,0,1,1,68,1,1,Fiber optic,Yes,No,1,1,1,1,Two year,0,Credit card (automatic),111.75,7511.3,67.21521252796421
2632-TACXW,0,Female,0,1,0,62,1,1,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),23.65,1416.75,59.904862579281186
2632-UCGVD,1,Male,1,1,0,66,1,1,Fiber optic,No,No,0,1,1,1,Month-to-month,1,Credit card (automatic),100.05,6871.9,68.68465767116442
2634-HCZGT,1,Male,1,1,0,53,1,1,DSL,Yes,No,0,1,0,0,One year,1,Electronic check,60.05,3229.65,53.7826810990841
2636-ALXXZ,1,Female,1,0,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,69.6,69.6,1.0
2636-OHFMN,1,Male,0,1,0,4,0,0,DSL,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,48.55,201.0,4.140061791967044
2636-SJDOU,0,Male,0,0,0,64,1,1,Fiber optic,Yes,Yes,0,0,0,0,One year,1,Credit card (automatic),84.3,5289.05,62.74080664294188
2637-FKFSY,0,Female,0,1,0,3,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Mailed check,46.1,130.15,2.8232104121475055
2639-UGMAZ,0,Male,1,0,0,71,0,0,DSL,Yes,Yes,0,0,1,1,One year,1,Electronic check,56.45,3985.35,70.59964570416297
2640-LYMOV,0,Male,0,0,0,2,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.65,38.8,1.974554707379135
2640-PMGFL,1,Male,0,0,1,27,1,1,Fiber optic,No,No,0,1,0,0,Month-to-month,1,Electronic check,79.5,2180.55,27.428301886792454
2642-DTVCO,1,Male,1,0,0,9,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,85.05,746.5,8.777189888300999
2642-MAWLJ,0,Female,0,1,1,36,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),20.25,717.95,35.45432098765432
2642-NQSNM,0,Female,0,0,0,8,1,0,DSL,Yes,No,0,1,0,0,One year,0,Bank transfer (automatic),54.25,447.75,8.253456221198157
2645-QTLMB,1,Male,0,0,0,7,1,0,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,94.25,669.0,7.098143236074271
2649-HWLYB,0,Male,0,1,0,65,1,1,DSL,Yes,No,1,1,0,1,Two year,0,Bank transfer (automatic),76.15,4929.55,64.73473407747866
2650-GYRYL,0,Male,0,1,1,33,1,0,No,No,No,0,0,0,0,One year,1,Bank transfer (automatic),19.45,600.25,30.861182519280206
2651-ZCBXV,0,Male,0,0,0,54,1,1,Fiber optic,Yes,Yes,0,1,1,1,Two year,1,Credit card (automatic),108.0,5760.65,53.33935185185185
2654-VBVPB,0,Female,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,19.9,1.0
2656-FMOKZ,1,Female,1,0,0,15,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Mailed check,74.45,1145.7,15.38885157824043
2656-TABEH,1,Male,0,1,0,4,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,100.2,420.2,4.193612774451098
2657-ALMWY,1,Female,1,1,0,26,1,0,Fiber optic,No,Yes,0,0,0,1,Month-to-month,0,Electronic check,84.95,2169.75,25.541494997057093
2657-VPXTA,0,Female,0,1,1,10,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,88.85,929.45,10.460889138998313
2659-VXMWZ,1,Male,0,1,1,67,1,1,Fiber optic,Yes,Yes,1,0,1,1,One year,1,Electronic check,111.3,7482.1,67.22461814914645
2660-EMUBI,1,Male,1,0,0,10,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,95.35,898.35,9.421604614577872
2661-GKBTK,0,Male,0,1,1,60,1,0,DSL,No,Yes,0,1,1,1,Two year,0,Bank transfer (automatic),76.95,4543.95,59.05068226120857
2662-NNTDK,0,Male,0,0,0,65,1,1,No,No,No,0,0,0,0,One year,0,Credit card (automatic),24.8,1600.95,64.55443548387096
2664-XJZNO,0,Male,0,1,1,72,1,0,Fiber optic,Yes,No,1,1,1,1,Two year,1,Credit card (automatic),104.9,7559.55,72.06434699714013
2665-NPTGL,0,Female,1,1,0,26,1,1,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Bank transfer (automatic),98.1,2510.7,25.593272171253822
2667-WYLWJ,1,Female,0,1,1,8,1,0,No,No,No,0,0,0,0,One year,1,Mailed check,19.75,145.0,7.341772151898734
2668-TZSPS,0,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.45,20.45,1.0
2669-OIDSD,0,Female,0,1,0,48,1,0,Fiber optic,No,No,1,1,1,1,Month-to-month,1,Credit card (automatic),100.05,4834.0,48.31584207896052
2669-QVCRG,0,Female,0,0,0,41,1,1,Fiber optic,Yes,No,0,0,0,0,Month-to-month,1,Credit card (automatic),81.3,3190.65,39.24538745387454
2672-DZUOY,1,Male,0,0,0,1,0,0,DSL,No,No,0,0,0,0,Month-to-month,1,Electronic check,25.15,25.15,1.0
2672-HUYVI,1,Female,0,0,0,6,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,91.1,455.3,4.997804610318332
2672-OJQZP,0,Female,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,0,Mailed check,44.75,44.75,1.0
2672-SXZJB,0,Female,0,1,1,56,1,0,No,No,No,0,0,0,0,Two year,1,Credit card (automatic),19.8,1119.9,56.56060606060606
2672-TGEFF,0,Female,0,1,1,37,1,1,Fiber optic,No,Yes,0,0,1,0,Month-to-month,1,Electronic check,88.8,3340.55,37.61880630630631
2673-CXQEU,0,Female,1,0,0,56,1,1,Fiber optic,Yes,Yes,1,0,1,1,One year,0,Electronic check,110.5,6139.5,55.56108597285068
2673-ZALNP,0,Female,0,0,0,7,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,19.9,173.15,8.70100502512563
2674-MIAHT,0,Female,0,0,0,4,1,1,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Mailed check,80.3,324.2,4.037359900373599
2674-MLXMN,0,Female,1,0,0,71,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Credit card (automatic),99.65,6951.15,69.75564475664827
2675-DHUTR,0,Male,1,1,0,58,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,98.9,5780.7,58.4499494438827
2675-IJRGJ,0,Male,0,0,0,53,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,978.0,49.770992366412216
2675-OTVVJ,0,Male,1,1,0,31,1,1,Fiber optic,Yes,No,0,0,1,0,Month-to-month,0,Electronic check,89.45,2807.65,31.387926215762995
2676-ISHSF,0,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.3,20.3,1.0
2676-OXPPQ,0,Male,0,0,0,6,1,0,DSL,Yes,Yes,0,0,0,0,Month-to-month,1,Bank transfer (automatic),55.7,335.65,6.026032315978456
2676-SSLTO,0,Male,0,0,0,49,1,1,DSL,No,No,0,1,1,0,Two year,1,Bank transfer (automatic),66.15,3199.0,48.359788359788354
2680-XKKNJ,0,Female,0,0,0,8,1,0,DSL,Yes,Yes,0,1,0,0,One year,0,Bank transfer (automatic),58.2,469.25,8.062714776632301
2682-KEVRP,0,Female,1,0,0,22,1,0,No,No,No,0,0,0,0,One year,1,Mailed check,20.05,417.0,20.798004987531172
2683-BPJSO,1,Male,0,1,0,29,1,1,Fiber optic,Yes,Yes,0,0,0,0,Month-to-month,1,Electronic check,84.45,2467.1,29.213735938425103
2683-JXWQQ,0,Male,0,1,1,61,0,0,DSL,Yes,No,1,0,0,0,Month-to-month,0,Bank transfer (automatic),33.6,2117.2,63.01190476190475
2684-EIWEO,1,Female,1,0,0,30,1,1,Fiber optic,Yes,Yes,1,0,0,0,Month-to-month,0,Credit card (automatic),91.7,2758.15,30.077971646673937
2685-SREOM,1,Female,0,1,1,25,1,1,Fiber optic,No,No,1,0,0,1,Month-to-month,1,Electronic check,89.1,2368.4,26.581369248035916
2688-BHGOG,0,Male,1,0,0,9,1,0,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,79.55,718.55,9.032683846637335
2690-DVRVK,0,Male,0,1,1,5,1,0,No,No,No,0,0,0,0,One year,0,Electronic check,20.55,99.45,4.839416058394161
2691-NZETQ,1,Male,0,0,0,9,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Electronic check,85.35,758.6,8.888107791446984
2692-AQCPF,0,Female,0,1,0,65,1,1,Fiber optic,No,Yes,1,1,1,1,One year,1,Credit card (automatic),108.05,7118.9,65.88523831559463
2692-BUCFV,0,Male,1,0,0,29,1,0,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,29.06456382454411
2692-PFYTJ,0,Female,0,0,0,1,1,1,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,25.75,25.75,1.0
2694-CIUMO,0,Female,0,0,0,12,1,1,Fiber optic,No,No,0,1,0,0,Month-to-month,1,Credit card (automatic),79.55,958.25,12.045883092394721
2696-ECXKC,0,Female,0,1,1,55,1,1,Fiber optic,Yes,No,0,0,1,1,One year,0,Mailed check,100.9,5448.6,54.0
2696-NARTR,1,Male,0,0,0,11,1,0,Fiber optic,No,No,0,1,0,0,Month-to-month,1,Electronic check,73.85,926.25,12.542315504400813
2696-RZVZW,0,Male,0,1,0,68,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),25.05,1629.2,65.0379241516966
2697-NQBPF,0,Male,0,0,0,34,1,1,Fiber optic,No,Yes,0,1,1,1,Month-to-month,1,Electronic check,105.35,3540.65,33.608448030374944
2700-LUEVA,0,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),20.75,20.75,1.0
2703-AMTUL,0,Male,0,1,1,36,1,0,DSL,Yes,Yes,0,0,0,0,One year,0,Mailed check,53.65,1939.35,36.148182665424045
2706-QZIHY,0,Female,0,1,0,15,1,1,No,No,No,0,0,0,0,Two year,0,Mailed check,25.2,387.9,15.392857142857142
2709-UQGNP,0,Male,0,0,0,10,1,0,DSL,Yes,No,0,0,0,0,Month-to-month,1,Mailed check,51.65,524.5,10.154888673765731
2710-WYVXG,0,Female,0,0,0,3,1,0,DSL,Yes,Yes,0,1,0,1,Two year,0,Mailed check,71.1,213.35,3.0007032348804503
2712-SYWAY,0,Female,0,0,0,1,1,1,No,No,No,0,0,0,0,Month-to-month,1,Electronic check,25.7,25.7,1.0
2716-GFZOR,0,Male,0,1,0,43,1,0,Fiber optic,Yes,Yes,1,0,0,0,Month-to-month,1,Credit card (automatic),86.1,3551.65,41.25029036004646
2717-HVIZY,0,Female,0,0,1,8,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.05,163.6,8.159600997506233
2718-GAXQD,1,Female,1,1,1,4,1,0,DSL,No,No,0,0,0,0,Month-to-month,0,Electronic check,46.0,181.6,3.9478260869565216
2718-YSKCS,0,Male,0,1,1,71,1,0,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),19.6,1387.45,70.78826530612244
2719-BDAQO,1,Male,0,0,0,17,1,0,Fiber optic,Yes,No,0,0,1,1,Month-to-month,0,Electronic check,93.85,1625.65,17.32179009057006
2720-FVBQP,0,Female,0,1,1,6,1,1,DSL,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),48.95,273.25,5.582226762002042
2720-WGKHP,1,Male,1,0,0,2,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,94.0,181.7,1.9329787234042553
2722-JMONI,1,Female,1,1,0,1,1,0,DSL,Yes,No,0,0,0,0,Month-to-month,1,Electronic check,49.55,49.55,1.0
2722-VOJQL,1,Male,0,0,0,64,1,1,Fiber optic,No,Yes,0,1,1,1,One year,1,Credit card (automatic),105.65,6903.1,65.3393279697113
2724-FJDYW,0,Male,0,0,1,39,0,0,DSL,No,No,1,1,1,1,One year,0,Bank transfer (automatic),54.85,2191.7,39.958067456700086
2725-IWWBA,0,Male,0,1,1,46,1,0,DSL,Yes,No,1,1,0,0,One year,0,Mailed check,56.9,2560.1,44.99297012302284
2725-KXXWT,1,Male,0,1,0,1,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,90.75,90.75,1.0
2725-TTRIQ,0,Female,0,1,1,72,1,1,DSL,Yes,No,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5986.55,71.09916864608076
2729-VNVAP,0,Female,0,1,1,33,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),19.8,641.35,32.39141414141414
2731-GJRDG,0,Female,0,0,0,32,1,1,Fiber optic,Yes,No,1,1,1,1,One year,1,Bank transfer (automatic),109.55,3608.0,32.934732998630764
2732-ISEZX,0,Female,0,0,0,5,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,20.5,104.3,5.087804878048781
2737-WFVYW,1,Female,0,0,0,2,0,0,DSL,No,No,0,0,1,1,Month-to-month,1,Electronic check,45.25,85.5,1.8895027624309393
2737-YNGYW,1,Female,0,0,0,2,1,0,Fiber optic,No,No,0,0,0,1,Month-to-month,0,Electronic check,80.55,184.1,2.2855369335816262
2739-CACDQ,0,Female,1,0,0,17,1,1,Fiber optic,No,No,1,0,0,0,Month-to-month,1,Credit card (automatic),82.65,1470.05,17.786448880822746
2739-CCZMB,0,Male,0,0,1,5,1,0,No,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),20.35,122.0,5.9950859950859945
2740-JFBOK,0,Male,0,0,0,10,1,1,No,No,No,0,0,0,0,Month-to-month,1,Electronic check,24.0,226.55,9.439583333333333
2740-TVLFN,0,Male,0,0,0,1,1,1,DSL,No,No,0,0,0,0,Month-to-month,1,Electronic check,50.15,50.15,1.0
2746-DIJLO,0,Female,0,0,0,41,1,1,DSL,No,Yes,0,0,0,0,One year,1,Credit card (automatic),56.3,2364.0,41.98934280639432
2748-MYRVK,1,Female,0,0,0,63,1,1,Fiber optic,No,Yes,0,0,1,1,One year,0,Bank transfer (automatic),99.9,6137.0,61.43143143143143
2749-CTKAJ,0,Male,0,1,1,22,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,20.15,419.9,20.838709677419356
2750-BJLSB,0,Female,0,0,0,47,1,0,Fiber optic,Yes,No,1,1,1,1,One year,1,Electronic check,103.7,4730.6,45.61812921890068
2753-JMMCV,0,Male,0,0,0,65,1,1,DSL,No,Yes,1,1,0,1,Two year,1,Credit card (automatic),74.2,4805.65,64.76617250673854
2754-SDJRD,0,Female,1,0,0,8,1,1,Fiber optic,No,No,0,1,1,1,Month-to-month,1,Credit card (automatic),100.15,908.55,9.071892161757363
2754-VDLTR,1,Male,0,0,1,10,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,0,Electronic check,95.2,930.4,9.773109243697478
2754-XBHTB,1,Female,0,0,0,9,1,0,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Bank transfer (automatic),77.65,714.15,9.197037990985189
2758-RNWXS,0,Male,0,0,0,35,1,0,Fiber optic,Yes,No,0,1,0,1,One year,1,Electronic check,89.2,3251.3,36.449551569506724
2761-OCIAX,1,Male,1,0,0,2,1,0,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Electronic check,74.7,165.4,2.214190093708166
2761-XECQW,0,Male,1,1,0,8,0,0,DSL,No,Yes,1,0,0,1,Month-to-month,1,Mailed check,43.35,371.4,8.567474048442905
2770-NSVDG,0,Male,0,1,0,24,0,0,DSL,No,No,1,0,0,0,Month-to-month,0,Electronic check,29.1,688.0,23.642611683848795
2773-MADBQ,0,Female,0,0,0,36,0,0,DSL,Yes,Yes,1,1,0,1,Two year,1,Mailed check,53.1,1901.25,35.80508474576271
2773-OVBPK,0,Male,0,1,0,67,1,1,Fiber optic,No,Yes,1,1,1,1,Two year,1,Bank transfer (automatic),111.3,7567.2,67.98921832884098
2774-LVQUS,1,Female,1,1,0,15,1,1,Fiber optic,No,No,1,1,0,0,Month-to-month,1,Electronic check,83.05,1258.3,15.151113786875376
2775-SEFEE,0,Male,0,0,1,0,1,1,DSL,Yes,Yes,0,1,0,0,Two year,1,Bank transfer (automatic),61.9,0.0,0.0
2777-PHDEI,1,Female,0,0,0,1,1,0,Fiber optic,No,No,0,0,1,0,Month-to-month,0,Electronic check,78.05,78.05,1.0
2778-OCLGR,1,Male,1,1,0,24,0,0,DSL,Yes,No,0,0,0,1,Month-to-month,0,Bank transfer (automatic),39.1,971.3,24.841432225063937
2782-JEEBU,0,Male,0,0,0,21,0,0,DSL,No,Yes,0,1,0,0,Month-to-month,1,Mailed check,36.0,780.15,21.670833333333334
2782-LFZVW,0,Female,0,0,0,11,1,1,DSL,No,No,0,0,0,1,Month-to-month,1,Mailed check,58.95,601.6,10.205258693808313
2786-GCDPI,0,Female,1,0,0,50,1,1,Fiber optic,No,No,1,1,1,1,Month-to-month,1,Electronic check,104.95,5222.35,49.760362077179614
2788-CJQAQ,0,Male,0,0,0,13,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,19.45,270.2,13.892030848329048
2789-CZANW,0,Female,0,1,1,64,1,1,Fiber optic,Yes,Yes,0,1,1,1,Two year,0,Bank transfer (automatic),110.3,6997.3,63.43880326382593
2789-HQBOU,0,Male,0,0,0,3,1,0,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,80.35,253.8,3.1586807716241445
2790-XUYMV,0,Male,0,0,1,71,1,1,Fiber optic,Yes,Yes,0,0,0,0,One year,1,Credit card (automatic),85.45,6028.95,70.55529549444118
2791-SFVEW,0,Female,0,0,0,9,1,0,No,No,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.15,238.15,11.818858560794046
2792-LSHWX,0,Female,0,0,0,1,1,0,Fiber optic,Yes,Yes,0,1,0,0,Month-to-month,1,Mailed check,83.4,83.4,1.0
2792-VPPET,0,Male,0,0,0,3,1,0,No,No,No,0,0,0,0,Month-to-month,1,Electronic check,20.5,76.95,3.753658536585366
2794-XIMMO,1,Male,0,1,0,53,0,0,DSL,No,Yes,1,1,1,1,One year,1,Electronic check,60.45,3184.25,52.67576509511993
2796-NNUFI,0,Female,0,1,1,46,1,0,No,No,No,0,0,0,0,Two year,1,Mailed check,19.95,927.1,46.471177944862156
